SKU,Description,Sellable On Hand Units,Open PO qty,1 Month Sales,3 Month Sales,6 Month Sales,Back Order,Lead Time/Alarm,MOQ,Fob SH,Packaging Type,"L ""cm""","W ""cm""","H ""cm""","G.W.""kg""","N.W. ""kg""",Carton Qty,"Pallet Size ""cm""",Pallet Ctns,Pallet Qty,"Pallet Weight ""kg""",Shipping Date,Shipping PO Number,Shipping Quantity,In Cost/Unit,Shipping Amount,Received,Shipping Date Received,Vendor,Sales PO Number,Sales Quantity,Sales Date,Sales Amount
49245,Emercoin,6258,822,4634,8631,3116,6660,6142,6,-7579056.0,whose,9711,872,2103,572,4835,9588,Congress,6941,8509,9005,easy,3492,8970,85,-461787687400.2,False,describe,summer,2337,3488,everybody,694310087.1232
59993,Zcash,3249,5086,9940,9877,7029,9130,6040,2313,-67139607073.8,impact,3979,2431,2341,3138,7387,1508,meeting,3485,9765,6713,value,6725,6752,6290,28905790960270.8,False,my,soon,5675,4196,wrong,62865944286175.6
28013,MazaCoin,936,6680,652,6529,7979,7540,589,3619,-380415742725.547,bank,6901,9131,1807,8241,3405,9640,fight,574,2435,5637,blood,3207,843,8019,4324787.0,False,color,nor,2265,3660,factor,-4774.476515
04220,Tether,3313,2460,1361,9967,1821,5316,1628,4256,-55877606245274.6,good,3145,3864,936,7738,3698,51,painting,9476,1136,6533,listen,8851,2552,4106,57003924.12,True,describe,such,4316,3179,question,5177518.48
24912,SwiftCoin,7091,4194,488,9389,6361,8772,4842,6689,573566.280569,must,6803,8364,6067,807,5787,231,science,4489,6466,2716,this,5630,2265,1396,824460063377086.0,True,include,painting,6626,493,special,-230056250.9
90718,Ethereum,8270,8298,8599,1931,9629,9319,6436,8680,72475954.52,any,8461,7299,2321,6238,93,6807,role,933,4569,7361,against,2377,9585,5911,64799.57237893,False,treat,report,8886,5390,so,148.7
52000,Feathercoin,1567,6036,9564,2389,1749,6118,1164,759,5243410071.981,sister,2058,7706,7950,4314,1909,5258,perform,28,4404,8677,special,7362,3329,2041,625.25656577516,True,sport,public,5297,2091,may,-812882.7308546
54174,EOS.IO,1673,5357,7536,7720,6145,7321,709,8110,-2201417250383.8,right,5919,9963,3008,6890,5154,3703,boy,3931,6136,3925,western,4867,9492,1277,-305115.9,True,road,affect,1528,3408,unit,-74.542495752
76827,Vertcoin,8529,1065,797,2517,7733,9836,9817,1669,9418252093.3334,yes,7536,6888,6242,4682,3074,1926,might,9165,5329,4998,represent,8750,2513,1172,-22815935.579,False,remember,memory,1214,8726,again,-674612942895707.0
67996,Zcash,46,4692,1480,8628,785,7087,5639,2081,959375045857822.0,scene,5861,4955,1729,3032,6230,2675,year,8252,2152,4426,child,3228,3597,7154,77190778892.199,False,ability,economy,6095,5256,set,-9940824.52772
03367,BlackCoin,9175,18,5503,7384,5819,1388,4963,192,-3798237.66823,recently,1307,6571,1009,855,854,1571,billion,666,958,4393,word,7205,291,4329,-13720900086.399,True,eight,agree,7486,7381,capital,4.48350624667839
93739,Ethereum,202,3466,3209,9707,2694,5606,5202,793,83.964152031,huge,4171,7667,516,699,8828,4855,size,2898,6289,8651,environmental,8012,3161,7899,-556.4062018393,False,decision,technology,8292,2656,else,1.1
92494,XEM,6148,8490,428,1685,7648,5249,4784,4011,-87419369821.0,draw,9642,7838,8995,9994,3296,8081,reduce,3949,7733,5223,believe,2541,6504,2089,204.544,False,base,sometimes,6617,2830,foot,3827889091.4
31935,Cardano,6780,1626,5011,2644,4144,3720,4773,5977,-5457356435687.67,available,7598,882,2821,7111,9938,8660,stop,1176,1596,7344,night,2259,6100,4121,-590485834194.0,False,play,far,4916,2620,strong,77742.4333548
93839,Primecoin,2,4636,7446,1016,4275,1939,5837,7979,285774.838,add,5417,897,931,1327,2742,1241,central,4573,7761,2425,already,5862,4366,2396,-177381954961821.0,True,prevent,back,4916,1820,project,1150622984.9
30533,Dogecoin,1062,3244,1598,9376,9143,393,605,8321,-310160822252.15,since,3568,5582,7274,233,357,4042,personal,5482,9322,6345,window,9663,1796,227,7605.332925499,False,play,student,9721,2277,career,4.4798
49423,Peercoin,332,3326,7039,7164,2890,7440,6164,9690,-2929918623.57,condition,2972,1353,9172,9898,7978,7073,idea,3128,3835,9096,total,154,3191,6796,39828727461.57,False,weight,knowledge,5298,1445,movie,-37015719.6622
65505,Bytecoin,7946,6417,7338,9654,5377,2089,402,7937,446.562,stand,5153,645,3135,2051,5825,9686,church,5529,6276,374,study,1218,4229,540,-546.826,True,heart,green,6713,2850,trouble,-99932.11
22400,Waves Platform,5075,8458,3307,9613,5021,3181,5540,5424,3484213.36,if,2775,8484,2727,8482,6240,3810,thought,4522,3296,1576,together,5365,3802,7630,-5.5358,True,data,cost,6332,2284,TV,69.8347671
26590,Namecoin,7231,185,1567,6040,3,6934,4443,8212,-83344083602.0,prove,4538,4770,8119,2434,1950,325,surface,2891,8512,5224,that,8023,7405,5154,-342741758298938.0,True,all,already,6847,7408,establish,-47532871.9063658
44926,Lisk,4575,9855,9426,4125,9840,1059,7917,1535,-239630.5821,audience,3591,7488,4979,9026,6220,553,thousand,5246,6400,474,between,9919,8819,3009,-175099012.8108,False,hospital,material,5077,8762,appear,7683.12
38635,AMP,4419,8452,7510,789,6671,8450,4833,9540,27535045570.644,enter,1982,638,2335,9605,7377,4128,strategy,1651,288,3069,education,617,1964,7169,-8227.702745859,False,stop,through,9261,5718,put,-7758916418.704
38869,Emercoin,2382,6665,7799,3757,5434,6447,6886,2867,-3487936513724.0,three,7091,9037,8886,5305,2634,1943,land,4694,1901,2188,figure,4537,1156,302,-888663806739.99,True,significant,yes,6650,7269,where,55258498.616
36912,Zcash,7271,1737,1353,8518,1619,8880,7377,6402,-975877.0,clear,3579,2966,5844,2530,5959,1302,wife,1451,9292,8827,bag,7096,7899,9447,17613136541.85,True,tough,father,2870,62,loss,-562711581521.5
29406,IOTA,3764,818,9321,2206,3367,2162,3818,5978,-633678448763.223,despite,6407,8838,6333,7063,8225,5988,suggest,8866,9856,1594,right,8516,120,9709,-67637106000964.6,False,ability,order,2961,2754,report,-34020432718.5666
21227,Coinye,5967,5325,4911,7795,6082,6253,5952,8317,77364742756314.0,forget,6421,704,7966,5958,3212,6185,company,9546,3137,2659,pick,4484,2779,947,97184792.56,False,might,stay,4315,5468,it,-450570116.8526
55952,Bitcoin,6155,2451,5847,4542,1363,3211,9170,2267,-27.7577,source,1163,594,6704,3653,4567,7408,indicate,7697,9738,5421,moment,8936,8065,3399,29787.8402,False,lose,staff,441,1159,away,-925.99191484054
43768,Nxt,8814,2355,9670,6498,4532,4966,7752,7951,-5885.41925,other,6244,739,8855,4910,7579,5174,able,9645,55,2301,morning,1797,8123,3190,80.3633039,True,I,role,4262,7534,amount,5464.700113689
05591,XEM,3433,1400,9602,7547,6157,8697,1930,8716,356.35999867,face,8815,8330,6391,743,4405,6003,deep,7041,6486,6255,write,8475,1266,881,-915637090946767.0,False,bar,put,9314,1199,author,8266138296.1346
21010,Feathercoin,7309,9685,5629,8307,7597,6191,4761,372,-262596.0,unit,8632,7390,523,3590,6978,1767,themselves,2829,7884,6251,you,1592,9984,65,2971778963381.72,True,personal,officer,6475,2632,line,2.0
81732,Primecoin,9946,6196,6612,9163,5429,4958,8020,2259,-4680149.56609559,today,7715,8463,7283,2743,9582,216,decide,8640,9316,5050,allow,2370,2657,7194,-532.8,True,thus,really,1934,807,fear,167.72703192
16719,Ethereum Classic,1794,9497,5846,9207,9100,6159,6608,9465,76.3028,law,5535,7931,4515,1454,6591,2635,consider,430,5629,6995,body,6059,7850,4589,-959560701377.0,False,hit,now,7056,9032,practice,5.55
16578,Lisk,4813,9819,6155,9149,3059,483,8509,3399,4822722.958366,entire,9093,3702,7961,8246,5408,4636,key,7132,7796,2078,four,8160,1169,3052,56159136614464.0,True,cultural,century,1748,5655,space,27689754254190.8
43106,Titcoin,2768,510,2524,3945,5640,7262,6758,7329,0.5774345448811,good,1782,3806,9306,8654,1321,6482,effect,5333,1069,4457,draw,1398,1900,8756,936666210859.555,True,force,give,1151,4088,cover,-5320.64029531
31048,Emercoin,2377,629,5987,2459,6948,7059,1369,5625,53437.3566043074,why,7396,3637,7346,1359,2392,431,much,773,4254,1625,never,8750,3400,9591,-260700.460115,True,move,line,5313,3193,record,-395.9247091
63655,Sirin Labs,9284,9194,8825,7655,3654,3640,731,6096,65955023802614.0,know,8133,2187,3190,5239,6094,5076,bag,6202,1837,5026,a,7032,2463,3997,950907789389910.0,True,mention,science,397,1249,opportunity,-108103591389.1
67925,XEM,5421,8367,7583,2827,436,4007,6597,4087,-7.439,agreement,5126,3949,6394,9467,2881,2946,affect,2039,330,2429,discuss,388,9317,8890,-76967405.4,False,debate,join,861,2612,majority,-51322452.9
45609,PotCoin,5817,1220,4204,6556,6042,5248,1002,7299,984206.813732,provide,7179,9301,9515,8554,636,4819,capital,7572,7831,5392,box,7454,7595,1429,60376099925686.5,True,learn,break,7567,7975,this,2881692381.53009
05858,Bitcoin Cash,1021,2983,6778,6638,7495,2191,1807,5401,81199978.9339,difficult,5869,9105,8794,6694,9900,42,can,4335,4211,9209,a,5903,3521,2790,-8794088728682.85,True,third,mean,8209,4204,structure,9122536521635.0
71665,IOTA,7569,5668,6528,1470,4126,7573,9728,5703,4091279.962,article,5712,3850,3753,418,1693,6013,that,2328,7480,531,itself,2500,8690,5352,-9400.55917308,False,pattern,sell,2283,767,heavy,-133076197265.7
28068,Zclassic,4004,7477,5898,3066,5408,701,7111,2675,-26636484876848.4,member,6263,2483,2338,617,398,8117,each,8834,5378,6807,rock,3523,3193,8718,-97644.0,True,lay,almost,6198,8636,near,302387.5568
66530,Peercoin,1665,6161,5799,5408,1428,3876,2945,1335,-857083127515305.0,sure,8417,3640,3958,7756,2443,4525,front,3640,989,9294,source,9300,7099,8259,-114663668.4224,False,all,similar,9203,7850,another,-9369.1
07878,Dash,7240,9204,667,9536,7003,6973,1007,9798,-417.5114458,party,7040,5067,6766,8200,613,7232,audience,8958,2203,8155,present,3420,3429,9339,6386.69,True,leader,involve,4301,1349,performance,512.7
06234,Emercoin,8653,1504,2998,8918,1079,3401,8248,1650,892620927480.44,never,9919,9101,5072,1001,2131,2893,community,1310,1818,9031,television,208,936,1083,721146.7793402,True,debate,relationship,49,8177,pass,-5130.56
42924,IOTA,8681,8783,7301,4166,4110,502,9717,3536,4001322977.0,source,2756,5581,440,4685,2804,1371,itself,9880,3093,5651,doctor,4219,4206,231,-3012732719.0,False,discover,lose,729,2957,trade,-2749498.37
91366,Ethereum,7712,3672,8078,6872,7333,8293,692,8902,-959914457295098.0,ready,8003,3108,7781,9201,183,8424,experience,1848,363,2380,seven,5854,3317,7326,-9.0,True,provide,identify,4372,689,appear,-9.148347550906
27872,Omni,4254,7735,7959,371,9169,5486,7188,6943,81954467920880.6,nature,8091,3382,2738,3708,5057,5951,possible,5171,1068,8387,table,1374,8737,8054,921580694567.0,True,network,national,9391,8569,action,4120953398.586
61435,Decred,8508,3152,3927,9858,4196,9333,7739,5975,78728110255.2,yes,7361,5713,7020,4667,8125,6652,worker,4546,8043,8170,story,6653,1979,1414,-6.87119,True,trip,skin,1518,8703,apply,-34197459677382.0
85371,Primecoin,1204,3025,8895,826,9685,6851,4781,3220,-4.69538177781,fine,6771,6141,3649,5227,4125,8282,move,5986,7427,4979,challenge,8704,2389,7631,68497.974,False,without,specific,5032,9718,son,1.568119385661
09173,XEM,1316,9731,5542,7312,4774,8018,7451,4433,0.7,usually,8917,291,2566,3294,2719,5942,clearly,4503,1405,6384,right,5787,488,7792,-2.23013917,True,language,purpose,5907,4994,about,-7165090.0
26964,Ubiq,8969,55,2590,5172,7638,3115,2735,3900,-62239312479850.0,identify,6738,4566,8656,4733,4571,9227,painting,790,4465,6071,give,2102,8485,3953,60178118430534.8,True,community,charge,3946,191,bed,-555058699969.19
48706,Dash,3336,7318,1629,4628,466,7290,7910,8807,2237480.1,debate,2084,4204,699,6072,9791,5394,reality,1636,8043,8344,specific,6907,1954,1906,34153.8179,True,live,air,5728,7943,cell,-7341459.83546
20020,Feathercoin,6531,1500,9542,6851,5913,847,6009,9564,17594411182282.5,season,6745,8401,9408,1855,8866,7570,book,4659,8977,3876,change,5167,8836,7712,-914429721541.715,True,anyone,true,8688,6968,left,-86950783.6571529
55797,Cardano,7150,2380,262,2017,3986,9462,580,9538,-888678840.384158,traditional,2444,6346,3014,5087,2874,3683,guy,8374,4528,5112,chance,821,4894,1194,-96504840.6,True,wind,certain,306,4596,on,-77855219353.742
16879,Decred,8748,8382,1976,9464,4110,8983,1028,8785,-2217932071453.0,late,3359,3943,7839,7886,7563,3952,room,5982,4971,5668,seat,5632,8423,2490,670519463.0,True,know,program,6458,8785,keep,31999.8008
98416,Tether,8706,6617,9978,3832,4433,8250,2437,3280,-32259.34,daughter,7162,5008,6549,4381,8937,6105,something,1388,1661,9457,perhaps,2685,1804,9791,526882230946.7,False,stand,attorney,3481,4678,course,-430969877691498.0
20415,Burstcoin,9984,7454,387,5048,9424,5669,6004,9997,-54895712900139.0,there,1385,5486,4825,1425,106,5974,look,9298,8148,6350,art,5060,7915,6680,76.1109,False,significant,carry,684,3264,good,-8891078057445.0
41165,Cardano,1829,8564,2885,3043,8697,7568,7871,4412,-638751361855.0,strong,4344,1197,9466,7104,5608,3095,trade,3067,8224,2332,stock,9148,2859,4497,21311258416.5,True,whatever,pretty,305,3034,spend,-361340254233509.0
91283,Tether,2789,9813,9861,2135,8619,4725,8813,7306,-97033467215.3502,own,9598,2899,1176,1388,9761,985,write,7191,2335,1362,deep,989,6928,5767,-22155.5067914,True,through,we,4753,665,nice,519014.97336
81979,Zclassic,1236,824,8325,4446,9568,7956,5348,9011,-4878.6,admit,6252,9336,7078,4765,6022,9291,both,4811,6464,2043,individual,4314,7653,5463,-3053.7181502,True,structure,it,5389,4190,author,-41675037774367.2
58679,Sirin Labs,5369,2662,5454,5050,1732,3727,9090,21,-705035411.88782,material,9732,400,6779,9825,1165,1000,trip,587,414,2345,finish,9253,5170,448,-82422559.882,True,threat,administration,917,4331,easy,9002.87924156
98860,Dogecoin,1897,2950,2836,9211,5088,3550,7252,3242,680996987425.915,and,1403,9964,6828,1399,4344,511,attorney,1046,7587,5455,raise,3115,6171,8850,74367596769.2,True,white,southern,662,2950,plan,-385450.0
41785,Cardano,9654,4359,7751,8435,5690,9088,9026,255,-38061316499.0,chair,5479,2400,8406,7071,2574,9284,law,6332,9054,9211,far,278,7532,1428,42175117682042.0,True,for,about,6666,1044,candidate,128773.41750759
51603,Vertcoin,7368,642,3203,6371,6453,3276,5209,7135,-983.33793117542,name,252,542,7750,1161,208,8802,station,9036,5931,4235,rate,1510,7456,7412,220628954507742.0,False,structure,day,2168,226,item,961647.27
07909,Dogecoin,4147,5895,4619,8345,9659,7560,5064,7338,417402610712614.0,item,1074,9301,2393,7647,9211,3734,fast,6410,4414,8423,value,1411,540,1836,-3.13,False,age,try,2877,4599,spring,35848113.94
16422,Ubiq,5910,608,1229,9495,296,8293,2070,4280,760.8283275836,business,3195,7641,9264,1321,6484,8845,agency,3579,711,4729,senior,6079,9760,6746,112938306.819912,True,pressure,return,7115,1987,soon,-1.5827988511439
23564,Dogecoin,5808,8621,9373,437,1421,7021,1908,124,-62380217224.0,top,8213,4403,5991,2238,5467,1723,south,5990,3722,7131,bag,3103,5027,3557,-765633.51,False,million,as,5498,2919,tax,676468404297325.0
64289,Burstcoin,8020,757,7449,208,3257,5419,4014,4310,790002866.2721,business,4497,145,4388,3959,5369,8242,technology,9252,5899,1387,chair,9684,8912,2776,-81543.32,False,game,remember,8195,6662,concern,-37834064079.4
12038,Ethereum,5104,3489,7175,4697,5428,8428,9104,1547,-425280948.1634,true,2419,2661,9235,7733,9482,4140,meeting,5038,9958,3998,blue,2051,1220,7386,36.202245576,True,me,good,8389,894,along,830343169090.2
06065,Titcoin,8368,7711,2776,8220,2785,7118,5207,86,-59796033637.9,hard,6468,2607,1732,5358,8364,2743,decide,9020,6443,4931,simple,2000,6188,5873,-60969459.3,True,toward,authority,7906,5900,table,884447140949412.0
24895,MazaCoin,29,269,8107,2519,5035,4868,3175,1533,3586.670806,wife,5974,6978,1232,8891,3804,5152,clearly,2452,256,6846,than,1050,5313,2727,7699533665.43548,False,campaign,film,2872,3190,last,-2456094214427.0
20012,Dash,6231,431,1597,120,1038,323,6992,1545,96255.4,dinner,6902,477,2189,3574,5790,7071,chair,2244,5331,9024,agree,2969,8820,2068,-2731767.5,True,your,art,75,1664,visit,3362.1917
63951,NEO,2357,3498,1969,1339,6319,897,3814,5877,28475403595956.0,appear,6857,6052,5259,7592,5379,3536,else,4924,6163,7045,save,5050,4636,8460,508682.876429,False,take,daughter,6515,6077,sit,-719.30664967
83912,Titcoin,1842,3342,4524,6841,8783,5563,9838,2171,-67515583749608.4,sea,2612,4930,7089,5713,9951,7524,home,1011,8567,8770,nation,9566,201,5834,-70928.737182774,False,arrive,become,8443,2491,book,-15340.1
52070,Titcoin,4750,6769,2392,7424,6904,1894,2139,2158,7988289916.0,seem,8151,9827,64,3654,8223,2313,stay,8517,7378,329,first,4314,7074,1229,584190154307973.0,False,approach,and,2708,7306,station,-63958521.4929
92443,Ethereum Classic,3681,7465,2637,9301,2197,290,8513,6824,-19665331025.7,factor,4329,8096,6410,2921,7810,5356,contain,4766,4208,4902,office,8395,8898,9593,54992.6530948,True,treat,cut,3201,2730,laugh,-3799929791.81
72745,SwiftCoin,7098,6526,1586,7304,2130,8740,2389,4261,-5395773424.6,hope,8696,4052,4442,8452,3809,2884,probably,4850,7620,4686,write,4173,4640,8336,-33506007970106.0,True,military,alone,9403,9981,age,9300173.551265
32103,Lisk,4594,4425,1647,454,5235,9454,8376,3525,-9717711.26,laugh,6791,9069,4632,6879,2886,8917,prevent,9792,5020,7630,risk,4183,2336,6887,-71306.75253,False,general,political,1965,193,be,460356494.6925
68839,Waves Platform,461,1760,4169,1273,5605,1157,5167,5385,39.0,after,8822,978,7762,9826,8211,7069,stand,8377,4883,7674,no,262,8247,5385,-57.2,True,party,want,1025,4116,eye,9852662665352.44
79073,SwiftCoin,9819,6795,2240,5902,6746,2169,2614,458,-3346060781620.36,people,2896,8495,4228,7442,5576,2069,mean,8504,5275,5650,me,5412,5392,2820,578367011738424.0,True,agent,own,9325,668,I,-5025444280.26131
81605,NEO,75,1943,4183,8851,4317,5819,3806,8675,-3080308284.6,specific,223,3735,5745,750,4006,9094,a,9530,9302,8172,gas,5743,6832,2516,1924.52438,False,perhaps,test,1768,4286,seem,-468.7011657
16263,Omni,7446,8889,845,5934,6591,1023,3068,7242,-68598086294.0,lose,6802,9814,7055,893,1416,5170,loss,4124,4371,4696,bar,752,3308,3734,-820060.928,False,yourself,second,5591,9437,up,755.659
15415,Ethereum Classic,6390,7287,8973,6818,3203,8695,739,3838,-144059854.933,try,9061,6545,7000,5777,5199,5110,chair,311,4342,7823,walk,8465,4401,8996,-431873820463.46,True,single,front,1377,3145,coach,124388737.22
32218,EOS.IO,3276,4011,7611,3140,2898,2666,2616,7202,114.551890457,gas,5726,7121,9034,381,6392,5816,position,7323,1809,7131,into,4694,7495,7963,82875.0,False,size,apply,2650,7636,standard,63954062274753.0
26027,Coinye,7313,4111,8695,5493,5962,7787,9854,7938,-3295153890969.4,describe,1296,9250,1932,3071,4045,3346,interesting,5122,230,8334,through,7501,2939,5388,6.83753511570431,False,individual,another,9162,6633,bad,-98.21
65947,Omni,2839,4457,251,2475,1248,1552,6462,3591,740770354.17,military,7362,881,568,6077,9184,926,full,5383,9688,5270,exist,1587,9961,4917,70233488410.58,False,measure,discuss,1883,4350,mean,480.6
98801,XEM,7848,3590,218,7614,9360,8819,5457,6189,877658.0,summer,2503,2188,1627,1641,411,4695,most,4669,4481,6884,direction,4426,3432,7797,75.337217962093,True,behavior,final,2426,99,possible,9.73282238311915
46406,Titcoin,6263,3084,8424,5953,5588,5918,8576,2152,7201965.8,until,3186,9993,9262,3692,8415,7653,why,692,1141,8863,trade,9268,8364,9474,8218.0,False,total,low,9836,6272,fast,337768069250071.0
35850,Gridcoin,7005,4505,1809,8698,8278,6673,8438,8133,-84640005330983.0,girl,7447,8047,4789,743,3069,8779,early,704,6674,1496,no,337,7861,8927,7111.4195125898,False,become,happen,1573,4027,late,-882.856258575
49929,Bitcoin,2593,2802,8358,1248,7380,6812,4300,3549,-63083.61249144,chance,5479,4230,2087,5717,1323,1504,measure,4243,1276,8480,cause,308,8316,273,3977775900.43,False,perform,each,652,6042,create,21489.212798
59980,NEO,1269,2064,411,907,2306,7517,7503,2910,55927.910772,picture,246,4683,3384,308,4402,6861,consumer,175,9770,5980,conference,5242,6780,9252,81865915.386,True,turn,mother,6505,4790,argue,63690349880.5
65508,Coinye,2437,602,5716,8021,4321,4423,1121,151,576900.19,really,5024,1121,6237,8436,4265,1878,cut,1637,3884,5491,look,9017,5169,9199,4431179.684484,True,choose,picture,945,570,care,-73261.990986
96544,Decred,7141,5968,5633,3680,2676,1755,3714,7979,8974582766.23612,marriage,7417,3974,1075,2429,3552,4033,have,5838,7771,2982,air,766,161,4905,-52586.49208,True,feeling,difficult,1799,107,evening,34.31517617358
15247,MazaCoin,4714,8988,2193,4223,2532,4541,6714,9277,597713485047.0,candidate,9614,7627,6561,8926,7725,8038,with,3003,7450,7873,sort,3740,2787,84,214527263950931.0,True,best,itself,6523,8315,foot,-51290.38733246
72760,Litecoin,6777,9523,2857,9621,3360,1816,6964,754,46.5044,recent,7480,1636,6428,2238,6906,8395,note,5251,6983,8881,camera,5567,2262,5,-43.1,False,three,product,128,4699,many,0.0
51228,Omni,5798,5962,7727,4838,7546,9509,8020,1791,-2987514.24194,seat,4339,7929,7332,9845,1150,439,ten,569,3024,1871,talk,3370,1701,4469,17.93562924,True,agent,thousand,148,8371,today,-6512.9053377894
40058,Peercoin,5885,868,8913,9180,7387,2754,6939,6437,-897.0,Congress,4983,2386,5819,9283,6256,6890,learn,4342,7323,382,amount,7066,1038,5648,-3159010140953.11,False,back,conference,638,418,perform,409266.0
63283,Omni,1374,8303,7916,5304,4523,312,3689,4639,-28592395039231.0,per,5949,5475,5104,4645,5875,1561,visit,1458,1220,7391,realize,1162,3847,7488,7.902169527,False,father,daughter,5966,9735,despite,-158391831.87539
66479,IOTA,495,6155,3653,321,5345,3000,9129,3842,-558909055.38,such,4877,970,3724,3543,5367,8311,decision,6964,6475,5078,reason,8616,2073,5469,40804123.12,False,reveal,address,3165,1387,onto,1132.848725757
39553,Ubiq,4388,6682,3678,2724,7727,4272,6933,8488,-96231526.244095,benefit,7949,5361,9617,9764,2829,1431,blood,1365,1408,7039,about,2884,5936,3775,8003944435461.9,False,likely,live,756,4566,politics,193.4
27580,Primecoin,605,8807,3025,3473,1693,7525,666,8035,-845400043974.472,car,6846,3167,421,1459,6423,2839,deal,9200,6479,358,around,3790,7727,4075,97342694.9,True,let,east,2285,6703,thought,-463883387.2532
27630,Burstcoin,6075,7564,5512,2270,790,7572,5189,6815,-285680.83447,capital,4957,8115,1230,7365,2444,3294,administration,3731,6698,3082,explain,7864,7377,8948,66043.512119,True,outside,site,4974,189,science,2136285.6
65288,Bitcoin Cash,6093,1729,752,4244,5004,1524,2703,1229,-54467574352.12,worry,2056,7415,2215,5247,6788,1566,specific,5229,7066,9694,mind,8175,4523,6146,-4090.28,False,perform,father,5427,7505,lawyer,86968.88657036
82255,Monero,5967,7572,363,357,9578,902,7931,7529,542021050333615.0,kid,3344,4537,852,7641,1089,6044,after,3810,4408,6514,right,7083,4082,7418,511579404.2878,False,cell,rich,4250,3729,modern,-7021311.51
91808,Titcoin,1944,3765,1090,2202,3880,3159,9788,8646,-527600910564.6,grow,1300,7317,7177,4120,4367,2965,culture,3164,5863,3469,well,2940,7156,6360,-6.468,True,ball,range,8356,6950,mind,3255365.22847389
02392,Vertcoin,444,8335,9794,3344,4306,2774,560,1084,-57743310490065.3,nature,4728,7315,6465,1580,5497,3386,head,1758,1363,9012,production,7138,4750,9837,-108277292030188.0,False,particularly,every,3645,3230,effect,-14158295299021.0
71251,Namecoin,9086,1238,5534,5857,2989,7042,4532,4341,-282374.967872,others,6154,8724,7318,7128,2729,8468,mission,3093,562,7417,gun,82,4575,6804,-90.449,False,enough,natural,7225,7337,third,7336021.144461
61839,Vertcoin,39,8487,2390,1072,4781,6934,6217,6147,618903050834661.0,any,6179,2924,7707,9226,9344,418,fine,368,2864,2405,enjoy,946,6200,5477,-8713.4039825142,True,start,exist,3534,2858,every,3253.36905238
97071,Bytecoin,7136,8825,2468,803,5126,8211,9786,4613,6486.956944304,plant,859,3826,5524,428,4928,9435,thousand,8537,4959,9437,tree,10,1355,117,-63327515030.0,False,election,find,3785,2961,help,83366725632.29
82157,Burstcoin,2812,3948,7650,1240,2973,9803,1582,2174,7.78793391,on,7726,9467,2526,4268,8959,6427,deep,3740,6508,9665,summer,632,5619,1365,9749502773445.0,True,eight,where,9994,675,administration,3500129048429.6
02225,AMP,5357,7427,4506,3374,9157,3315,1596,9152,-41249913381067.0,anything,9580,210,7334,319,2149,5272,success,2680,8827,7536,remember,553,1448,9027,10218947167.2,False,own,right,2821,5088,science,-638941695.91
59929,Dogecoin,7387,5282,1742,556,7550,1342,7803,4158,-428922658300.74,expert,9900,5144,2532,3674,5857,4616,begin,3257,9543,8289,Republican,5427,67,7980,86.3,False,toward,place,9672,9655,season,-16206867.914
00820,Nxt,3640,5122,5798,5100,6696,2388,3954,6494,162770383.27,certain,7534,4885,8730,9910,733,3097,eat,6822,4145,3420,base,3642,5363,7094,-82.3,True,much,section,5680,6588,make,-83689.45000293
25915,Ethereum Classic,2451,7215,1878,6820,9347,4416,1234,4837,39202900.856,hair,9910,9405,5297,1600,8899,6876,PM,8919,8500,8602,return,4898,8357,7063,87984663.37145,True,let,reflect,299,3081,program,907395064568118.0
46185,Ethereum,8589,4714,9373,219,6857,5335,6594,8223,-6.81,home,165,9886,2266,6152,4594,4073,although,5123,5742,9300,anyone,9041,544,6103,6019.0,True,seat,paper,5036,2062,water,-186037.0
40148,Nxt,7032,8509,5999,4504,3435,6528,3377,2063,-857816124112295.0,month,5575,1904,9048,3142,4427,8743,pull,8735,7059,9261,work,6549,7488,3197,-9571028440210.0,False,surface,fire,5582,788,agree,916676732417559.0
53585,Burstcoin,4520,8883,9188,5762,5944,586,1945,4268,212428619.447,difficult,3592,651,1818,8008,6706,213,environmental,694,2871,5300,call,5889,8989,4,-508824.305,False,modern,tough,6715,4831,major,-85149475161.0
69317,Bitcoin Cash,5712,2120,7002,5940,7117,9301,3124,8227,24136975093.8,interest,2366,4431,6848,1775,9144,4155,according,9616,705,6851,indeed,8248,5421,1740,-868899.6834227,False,watch,step,5674,4301,production,7028495.1604922
08444,Vertcoin,4884,3686,2366,5050,6794,862,3891,8937,51811999218.7,final,1248,6851,6666,8334,9165,4220,firm,5720,6027,3180,once,383,9192,3441,-4.5,False,between,show,7996,7670,case,-450.396447032628
19184,Zclassic,6129,219,596,8193,6153,6620,7582,2833,8.973,policy,7310,7988,213,2798,8551,8766,although,3848,4779,618,where,3194,5372,6736,2.93217123326,True,then,sit,6390,9354,clearly,49095.768
12412,Cardano,696,2482,4929,3654,9780,8025,1326,7581,969604125540214.0,only,6040,3704,886,6622,382,6287,off,8730,8828,7187,item,5120,4391,9789,2430780143.17,True,side,street,8001,6623,range,7541458.42981906
90262,Ethereum,7776,9388,6869,1715,2322,7280,9712,4549,-3678151.591545,learn,2475,287,7699,7187,6939,6294,positive,5117,2056,1312,record,9294,3645,7818,84247953686.27,True,than,road,2933,1420,among,4257581.60969036
